Branch,TaxState,ShiptoCity,ShiptoZip,County,TaxRate,StateRate,CountyRate,CityRate,SpecialRate,TaxableTotal,StateTax,Tax,CountyTax,CityTax,SpecialTax,DateFilled,OrderTotal,ItemTotal,Shipping,TallyTax,ItemPlusShipping
Seeds,GA,Athens,30606,Clarke,0,0.04,0.03,0,0,36.75,1.47,0,1.1025,0,0,January 2023,0,36.75,0,2.57,36.75
Seeds,VT,Craftsbury Common,5827,Orleans,0,0.06,0,0,0,0,0,0,0,0,0,February 2023,0,16,6,0,22
Seeds,DE,Townsend,19734,New Castle,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,50.8,0,0,0
Seeds,AZ,Prescott,86301,Yavapai,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,57.8,0,0,0
Seeds,VT,Highgate Center,5459,Franklin,0,0.06,0,0,0,11.68,0.7008,0,0,0,0,March 2023,0,35.4,6,0.7,41.4
Seeds,VT,4 Burlington,5401,Chittenden,0,0.06,0,0.01,0,21.25,1.275,0,0,0.2125,0,January 2023,0,34.5,0,1.49,34.5
Seeds,NY,Petersburgh,12138,Rensselaer,0,0.04,0.04,0,0,189.64,7.5856,0,7.5856,0,0,January 2023,0,189.64,0,15.17,189.64
Seeds,ME,Norridgewock,4957,Somerset,0.055,0.055,0,0,0,43,2.365,2.365,0,0,0,January 2023,0,43,0,2.37,0
Seeds,ME,Stetson,4488,Penobscot,0.055,0.055,0,0,0,30.65,1.68575,1.68575,0,0,0,January 2023,0,30.65,6,1.69,0
Seeds,ME,Stonington,4681,Hancock,0.055,0.055,0,0,0,50.05,2.75275,2.75275,0,0,0,January 2023,0,50.05,0,2.75,0
Seeds,MA,Gloucester,1930,Essex,0,0.0625,0,0,0,27.6,1.725,0,0,0,0,March 2023,0,137.94,0,1.73,0
Seeds,ME,Bangor,4401,Penobscot,0.055,0.055,0,0,0,104.17,5.72935,5.72935,0,0,0,February 2023,0,104.17,0,5.73,0
Seeds,ME,Poland,4274,Androscoggin,0.055,0.055,0,0,0,55.75,3.06625,3.06625,0,0,0,January 2023,0,55.75,0,3.07,0
Seeds,ME,Brighton Plantation,4912,Somerset,0.055,0.055,0,0,0,53.82,2.9601,2.9601,0,0,0,January 2023,0,53.82,0,2.96,0
Seeds,ME,Wales,4280,Androscoggin,0.055,0.055,0,0,0,71.85,3.95175,3.95175,0,0,0,February 2023,0,71.85,0,3.95,0
Seeds,NC,Zionville,28698,Watauga,0,0.0475,0.02,0,0,3.5,0.16625,0,0.07,0,0,January 2023,0,3.5,0,0.24,3.5
Seeds,MA,Cummington,1026,Hampshire,0,0.0625,0,0,0,4.99,0.311875,0,0,0,0,February 2023,0,141.93,0,0.31,0
Seeds,MA,Cummington,1026,Hampshire,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,52.1,0,0,0
Seeds,ME,Dover Foxcroft,4426,Piscataquis,0.055,0.055,0,0,0,31.18,1.7149,1.7149,0,0,0,January 2023,0,31.18,6,1.71,0
Seeds,IN,Bloomington,47403,Monroe,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,7.5,0,0,7.5
Seeds,MA,Concord,1742,Middlesex,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,66.25,0,0,0
Seeds,MD,Huntingtown,20639,Calvert,0,0.06,0,0,0,11,0.66,0,0,0,0,January 2023,0,65.1,0,0.66,65.1
Seeds,ME,Topsham,4086,Sagadahoc,0.055,0.055,0,0,0,19.25,1.05875,1.05875,0,0,0,January 2023,0,19.25,0,1.06,0
Seeds,NY,Sterling,13156,Cayuga,0,0.04,0.04,0,0,164.78,6.5912,0,6.5912,0,0,February 2023,0,164.78,0,13.18,164.78
Seeds,NY,Westford,13488,Otsego,0,0.04,0.04,0,0,99.08,3.9632,0,3.9632,0,0,January 2023,0,99.08,0,7.93,99.08
Seeds,VT,Barre,5641,Washington,0,0.06,0,0.01,0,6.25,0.375,0,0,0.0625,0,January 2023,0,52.75,0,0.44,52.75
Seeds,NH,Pike,3780,Grafton,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,95.1,0,0,0
Seeds,VA,Boyce,22620,Clarke,0,0.043,0.01,0,0,0,0,0,0,0,0,February 2023,0,383.98,0,0,0
Seeds,PA,Sayre,18840,Bradford,0,0.06,0,0,0,35.5,2.13,0,0,0,0,January 2023,0,35.5,0,2.13,35.5
Seeds,ME,Lincolnville,4849,Waldo,0.055,0.055,0,0,0,50.24,2.7632,2.7632,0,0,0,January 2023,0,50.24,0,2.76,0
Seeds,VA,Alexandria,22308,Fairfax,0,0.043,0.01,0,0.007,0,0,0,0,0,0,January 2023,0,7.25,6,0,0
Seeds,WI,Madison,53704,Dane,0,0.05,0.005,0,0,74.15,3.7075,0,0.37075,0,0,January 2023,0,74.15,0,4.08,74.15
Seeds,IN,Albion,46701,Noble,0,0.07,0,0,0,58.45,4.0915,0,0,0,0,February 2023,0,58.45,0,4.09,58.45
Seeds,ME,Northport,4849,Waldo,0.055,0.055,0,0,0,56.6,3.113,3.113,0,0,0,January 2023,0,56.6,0,3.11,0
Seeds,MA,Bridgewater,2324,Plymouth,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,10.64,6,0,0
Seeds,OH,Homerville,44235,Medina,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,60.75,0,0,60.75
Seeds,IL,Carbondale,62902,Jackson,0,0.0625,0.01,0.025,0,50.15,3.134375,0,0.5015,1.25375,0,March 2023,0,44.15,6,4.89,50.15
Seeds,NY,Apalachin,13732,Tioga,0,0.04,0.04,0,0,23.75,0.95,0,0.95,0,0,January 2023,0,17.75,6,1.9,23.75
Seeds,MA,Montague,1351,Franklin,0,0.0625,0,0,0,14.6,0.9125,0,0,0,0,February 2023,0,57.6,0,0.91,0
Seeds,WI,Coloma,54930,Waushara,0,0.05,0.005,0,0,51.75,2.5875,0,0.25875,0,0,January 2023,0,51.75,0,2.85,51.75
Seeds,ME,Kittery,3904,York,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,81.1,0,0,0
Seeds,MI,Interlochen,49643,Grand Traverse,0,0.06,0,0,0,18.75,1.125,0,0,0,0,January 2023,0,18.75,0,1.13,18.75
Seeds,NY,Albany,12206,Albany,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,1106,0,0,1106
Seeds,MI,Bloomfield Hills,48304,Oakland,0,0.06,0,0,0,83.5,5.01,0,0,0,0,January 2023,0,83.5,0,5.01,83.5
Seeds,ME,Palermo,4354,Waldo,0.055,0.055,0,0,0,44,2.42,2.42,0,0,0,January 2023,0,44,6,2.42,0
Seeds,ME,South Berwick,3908,York,0.055,0.055,0,0,0,58.25,3.20375,3.20375,0,0,0,March 2023,0,58.25,0,3.2,0
Seeds,VT,East Hardwick,5836,Caledonia,0,0.06,0,0,0,2.61,0.1566,0,0,0,0,February 2023,0,96.19,0,0.16,96.19
Seeds,MA,Lincoln,1773,Middlesex,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,75,0,0,0
Seeds,NH,Gorham,3581,Coos,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,11.9,6,0,0
Seeds,MO,Springfield,65802,Greene,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,29.5,0,0,0
Seeds,MA,Washington,1223,Berkshire,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,12.25,0,0,0
Seeds,PA,Hummelstown,17036,Dauphin,0,0.06,0,0,0,30.95,1.857,0,0,0,0,January 2023,0,30.95,0,1.86,30.95
Seeds,WA,Port Orchard,98367,1800 Kitsap,0,0.065,0.006,0.011,0.011,25.25,1.64125,0,0.1515,0.27775,0.27775,January 2023,0,19.25,6,2.35,25.25
Seeds,ME,Morrill,4952,Waldo,0.055,0.055,0,0,0,31.5,1.7325,1.7325,0,0,0,January 2023,0,31.5,0,1.73,0
Seeds,ME,Vinalhaven,4863,Knox,0.055,0.055,0,0,0,10.85,0.59675,0.59675,0,0,0,January 2023,0,10.85,6,0.6,0
Seeds,NY,Garrison,10524,Putnam,0,0.04,0.04375,0,0,12.75,0.51,0,0.5578125,0,0,January 2023,0,6.75,6,1.07,12.75
Seeds,PA,Equinunk,18417,Wayne,0,0.06,0,0,0,233.32,13.9992,0,0,0,0,February 2023,0,233.32,0,14,233.32
Seeds,ME,Eliot,3903,York,0.055,0.055,0,0,0,30.4,1.672,1.672,0,0,0,January 2023,0,30.4,6,1.67,0
Seeds,ME,Lubec,4652,Washington,0.055,0.055,0,0,0,3.75,0.20625,0.20625,0,0,0,January 2023,0,3.75,0,0.21,0
Seeds,NH,Andover,3216,Merrimack,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,161.77,0,0,0
Seeds,NY,Brooklyn,11225,Kings,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,143.16,0,0,143.16
Seeds,NM,Questa,87556,Taos,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,41.25,0,0,41.25
Seeds,CA,Stewarts Point,95480,Sonoma,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,11.75,0,0,0
Seeds,MI,Temperance,48182,Monroe,0,0.06,0,0,0,15,0.9,0,0,0,0,January 2023,0,9,6,0.9,15
Seeds,VT,Hardwick,5843,Caledonia,0,0.06,0,0,0,84.98,5.0988,0,0,0,0,February 2023,0,204.3,0,5.1,204.3
Seeds,ME,Scarborough,4074,Cumberland,0.055,0.055,0,0,0,50.75,2.79125,2.79125,0,0,0,January 2023,0,50.75,0,2.79,0
Seeds,ME,Woolwich,4579,Sagadahoc,0.055,0.055,0,0,0,52.5,2.8875,2.8875,0,0,0,January 2023,0,52.5,0,2.89,0
Seeds,ON,Mono,0,,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,182.59,20.45,0,0
Seeds,NY,Long Lake,12847,Hamilton,0,0.04,0.04,0,0,46.5,1.86,0,1.86,0,0,January 2023,0,40.5,6,3.72,46.5
Seeds,GA,Eastman,31023,Dodge,0,0.04,0.03,0,0,33.6,1.344,0,1.008,0,0,January 2023,0,27.6,6,2.35,33.6
Seeds,MA,Vineyard Haven,2568,Dukes,0,0.0625,0,0,0,16,1,0,0,0,0,January 2023,0,82.25,0,1,0
Seeds,MI,Armada,48005,Macomb,0,0.06,0,0,0,99.99,5.9994,0,0,0,0,February 2023,0,99.99,0,6,99.99
Seeds,VT,Waterbury Center,5677,Washington,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,44.75,0,0,44.75
Seeds,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Seeds,NH,Groveton,3582,Coos,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,72.25,0,0,0
Seeds,TX,New Ulm,78950,Austin,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,21.5,6,0,27.5
Seeds,WI,Madison,53711,Dane,0,0.05,0.005,0,0,19.2,0.96,0,0.096,0,0,January 2023,0,13.2,6,1.06,19.2
Seeds,ME,Owls Head,4854,Knox,0.055,0.055,0,0,0,29,1.595,1.595,0,0,0,January 2023,0,29,6,1.6,0
Seeds,OH,Westerville,43081,Franklin,0,0.0575,0.0125,0,0,42.85,2.463875,0,0.535625,0,0,January 2023,0,36.85,6,3,42.85
Seeds,PA,N Abington Rd,18414,Lackawanna,0,0.06,0,0,0,31.8,1.908,0,0,0,0,January 2023,0,31.8,0,1.91,31.8
Seeds,ME,Standish,4084,Cumberland,0.055,0.055,0,0,0,219.35,12.06425,12.06425,0,0,0,March 2023,0,219.35,0,12.06,0
Seeds,IL,Carbondale,62903,Jackson,0,0.0625,0.01,0.025,0,149.49,9.343125,0,1.4949,3.73725,0,February 2023,0,149.49,0,14.58,149.49
Seeds,OH,Cincinnati,45205,Hamilton,0,0.0575,0.0125,0,0.008,89,5.1175,0,1.1125,0,0.712,January 2023,0,89,0,6.94,89
Seeds,VT,Underhill,5489,Chittenden,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,119.84,0,0,119.84
Seeds,VT,Barnet,5821,Caledonia,0,0.06,0,0,0,5.78,0.3468,0,0,0,0,February 2023,0,38.2,6,0.35,44.2
Seeds,VT,1 Manchester,5254,Bennington,0,0.06,0,0.01,0,0,0,0,0,0,0,February 2023,0,64,0,0,64
Seeds,MA,West Barnstable,2668,Barnstable,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,32.5,0,0,0
Seeds,ME,Leeds,4263,Androscoggin,0.055,0.055,0,0,0,23,1.265,1.265,0,0,0,January 2023,0,23,0,1.26,0
Seeds,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Seeds,KY,Gravel Switch,40328,Marion,0,0.06,0,0,0,36.45,2.187,0,0,0,0,January 2023,0,36.45,0,2.19,36.45
Seeds,MA,Vineyard Haven,2568,Dukes,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,8.2,6,0,0
Seeds,MI,Bloomfield Hills,48304,Oakland,0,0.06,0,0,0,56,3.36,0,0,0,0,January 2023,0,56,0,3.36,56
Seeds,GA,Savannah,31405,Chatham,0,0.04,0.03,0,0,29.7,1.188,0,0.891,0,0,January 2023,0,23.7,6,2.08,29.7
Seeds,MA,Cambridge,2138,Middlesex,0,0.0625,0,0,0,2.75,0.171875,0,0,0,0,February 2023,0,22,6,0.17,0
Seeds,AK,Haines,99827,Haines,0,0,0.055,0,0,77.05,0,0,4.23775,0,0,January 2023,0,77.05,0,4.24,0
Seeds,OH,Tallmadge,44278,Summit,0,0.0575,0.005,0,0.005,23.45,1.348375,0,0.11725,0,0.11725,February 2023,0,17.45,6,1.58,23.45
Seeds,NH,Greenfield,3047,Hillsborough,0,0,0,0,0,0,0,0,0,0,0,March 2023,0,31.3,6,0,0
Seeds,IL,Edwardsville,62025,Madison,0,0.0625,0,0.01,0.006,22.45,1.403125,0,0,0.2245,0.1347,January 2023,0,22.45,0,1.76,22.45
Seeds,IL,Champaign,61822,Champaign,0,0.0625,0.0125,0.015,0,49.7,3.10625,0,0.62125,0.7455,0,January 2023,0,49.7,0,4.47,49.7
Seeds,VT,Milton,5468,Chittenden,0,0.06,0,0.01,0,0,0,0,0,0,0,January 2023,0,24.5,0,0,24.5
Seeds,VT,North Bennington,5257,Bennington,0,0.06,0,0,0,16.75,1.005,0,0,0,0,January 2023,0,62.2,0,1,62.2
Seeds,VT,Woodstock,5091,Windsor,0,0.06,0,0,0,19.73,1.1838,0,0,0,0,January 2023,0,28.15,6,1.18,34.15
Seeds,VA,Newport News,23601,Newport News,0,0.043,0.01,0,0.017,127.92,5.50056,0,1.2792,0,2.17464,January 2023,0,127.92,0,8.95,0
Seeds,MA,Hanson,2341,Plymouth,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,50.3,0,0,0
Seeds,ME,Calais,4619,Washington,0.055,0.055,0,0,0,29.5,1.6225,1.6225,0,0,0,January 2023,0,29.5,6,1.62,0
Seeds,CT,Newtown,6470,Fairfield,0,0.0635,0,0,0,12.35,0.784225,0,0,0,0,January 2023,0,124.45,0,0.78,124.45
Seeds,PA,University Park,16802,Centre,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,27.6,6,0,33.6
Seeds,CT,Warren,6754,Litchfield,0,0.0635,0,0,0,0,0,0,0,0,0,January 2023,0,13.5,6,0,19.5
Seeds,MN,BeaverBay,55601,533 Lake,0,0.06875,0.005,0,0,30.45,2.0934375,0,0.15225,0,0,January 2023,0,30.45,0,2.25,30.45
Seeds,ME,Vinalhaven,4863,Knox,0.055,0.055,0,0,0,7.5,0.4125,0.4125,0,0,0,January 2023,0,7.5,6,0.41,0
Seeds,NH,Tamworth,3886,Carroll,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,113,0,0,0
Seeds,NY,Salem,12865,Washington,0,0.04,0.03,0,0,54.7,2.188,0,1.641,0,0,January 2023,0,54.7,0,3.83,54.7
Seeds,WI,Spring Green,53588,Sauk,0,0.05,0.005,0,0,57,2.85,0,0.285,0,0,January 2023,0,57,0,3.14,57
Seeds,OR,Corvallis,97330,Benton,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,561,0,0,0
Seeds,PA,Centre Hall,16828,Centre,0,0.06,0,0,0,117.28,7.0368,0,0,0,0,January 2023,0,117.28,0,7.04,117.28
Seeds,NH,Newmarket,3857,Rockingham,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,30.25,0,0,0
Seeds,MN,400 Minneapolis,55406,430 432 Hennepin,0,0.06875,0.0015,0.005,0.005,14.45,0.9934375,0,0.021675,0.07225,0.07225,February 2023,0,14.45,0,1.16,14.45
Seeds,ME,Freeport,4032,Cumberland,0.055,0.055,0,0,0,84.8,4.664,4.664,0,0,0,January 2023,0,84.8,0,4.66,0
Seeds,CA,Glendale,91208,Los Angeles,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,50.65,0,0,0
Seeds,ME,Mount Vernon,4352,Kennebec,0.055,0.055,0,0,0,48,2.64,2.64,0,0,0,January 2023,0,48,0,2.64,0
Seeds,MA,Westborough,1581,Worcester,0,0.0625,0,0,0,31.25,1.953125,0,0,0,0,February 2023,0,51,0,1.95,0
Seeds,MA,Boston,2130,Suffolk,0,0.0625,0,0,0,20.28,1.2675,0,0,0,0,January 2023,0,213.13,0,1.27,0
Seeds,ME,Bowdoinham,4008,Sagadahoc,0.055,0.055,0,0,0,70.25,3.86375,3.86375,0,0,0,January 2023,0,70.25,0,3.86,0
Seeds,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Seeds,RI,Charlestown,2813,Washington,0,0.07,0,0,0,25,1.75,0,0,0,0,January 2023,0,76.9,0,1.75,76.9
Seeds,NH,Wolfeboro,3894,Carroll,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,71.25,0,0,0
Seeds,NH,Littleton,3561,Grafton,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,415.35,0,0,0
Seeds,VT,Chelsea,5038,Orange,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,44.75,0,0,44.75
Seeds,VT,Plainfield,5667,Washington,0,0.06,0,0,0,97.95,5.877,0,0,0,0,January 2023,0,130.96,0,5.88,130.96
Seeds,GA,Atlanta,30309,Fulton,0,0.04,0.03,0.019,0,58.75,2.35,0,1.7625,1.11625,0,January 2023,0,58.75,0,5.23,58.75
Seeds,ME,Augusta,4330,Kennebec,0.055,0.055,0,0,0,47.8,2.629,2.629,0,0,0,January 2023,0,47.8,0,2.63,0
Seeds,WV,41 Wheeling,26003,Ohio,0,0.06,0,0.01,0,237.69,14.2614,0,0,2.3769,0,January 2023,0,237.69,0,16.64,237.69
Seeds,PA,Wellsboro,16901,Tioga,0,0.06,0,0,0,68.95,4.137,0,0,0,0,March 2023,0,68.95,0,4.14,68.95
Seeds,ME,South Portland,4106,Cumberland,0.055,0.055,0,0,0,38.25,2.10375,2.10375,0,0,0,January 2023,0,38.25,0,2.1,0
Seeds,ME,Durham,4222,Androscoggin,0.055,0.055,0,0,0,78.4,4.312,4.312,0,0,0,January 2023,0,78.4,0,4.31,0
Seeds,ME,Chelsea,4330,Kennebec,0.055,0.055,0,0,0,3.5,0.1925,0.1925,0,0,0,January 2023,0,3.5,0,0.19,0
Seeds,MN,570 NewUlm,56073,576 Brown,0,0.06875,0.005,0.005,0,34.7,2.385625,0,0.1735,0.1735,0,January 2023,0,34.7,0,2.73,34.7
Seeds,PA,Lake Ariel,18436,Wayne,0,0.06,0,0,0,149.43,8.9658,0,0,0,0,January 2023,0,149.43,0,8.97,149.43
Seeds,NY,Kingston,12401,Ulster,0,0.04,0.04,0,0,89.9,3.596,0,3.596,0,0,March 2023,0,89.9,0,7.19,89.9
Seeds,DE,Bethel,19931,Sussex,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,33.25,0,0,0
Seeds,NJ,West Windsor,8550,Mercer,0,0.06625,0,0,0,9,0.59625,0,0,0,0,January 2023,0,9,0,0.6,9
Seeds,OH,Mentor,44060,Lake,0,0.0575,0.01,0,0,66.25,3.809375,0,0.6625,0,0,January 2023,0,66.25,0,4.47,66.25
Seeds,TN,Clarksville,37040,Montgomery,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,5.95,0,0,5.95
Seeds,ME,Standish,4084,Cumberland,0.055,0.055,0,0,0,27.75,1.52625,1.52625,0,0,0,February 2023,0,27.75,0,1.53,0
Seeds,MN,400 Minneapolis,55407,430 432 Hennepin,0,0.06875,0.0015,0.005,0.005,37.95,2.6090625,0,0.056925,0.18975,0.18975,January 2023,0,37.95,0,3.05,37.95
Seeds,WA,Vashon,98070,4000 King,0,0.065,0.003,0.01,0.009,34,2.21,0,0.102,0.34,0.306,January 2023,0,34,0,2.96,34
Seeds,ME,Orrington,4474,Penobscot,0.055,0.055,0,0,0,58.3,3.2065,3.2065,0,0,0,January 2023,0,58.3,0,3.21,0
Seeds,TX,Little Elm,75068,Denton,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,10.75,0,0,10.75
Seeds,VT,Guildhall,5905,Essex,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,149.29,0,0,149.29
Seeds,NY,Linwood,14486,Livingston,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,90,0,0,90
Seeds,IN,Richmond,47374,Wayne,0,0.07,0,0,0,65.95,4.6165,0,0,0,0,February 2023,0,65.95,0,4.62,65.95
Seeds,NY,North Salem,10560,Westchester,0,0.04,0.04375,0,0,72.05,2.882,0,3.1521875,0,0,January 2023,0,72.05,0,6.03,72.05
Seeds,GA,Savannah,31404,Chatham,0,0.04,0.03,0,0,39.45,1.578,0,1.1835,0,0,February 2023,0,33.45,6,2.76,39.45
Seeds,NH,Lancaster,3584,Coos,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,207.15,0,0,0
Seeds,NH,Sanbornville,3872,Carroll,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,15,6,0,0
Seeds,NY,Coxsackie,12051,Greene,0,0.04,0.04,0,0,62.15,2.486,0,2.486,0,0,February 2023,0,62.15,0,4.97,62.15
Seeds,TX,Taylor,76574,Williamson,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,136.89,0,0,136.89
Seeds,MT,Troy,59935,Lincoln,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,16.5,6,0,0
Seeds,CT,Enfield,6082,Hartford,0,0.0635,0,0,0,6.84,0.43434,0,0,0,0,January 2023,0,43.95,6,0.43,49.95
Seeds,ME,Machiasport,4655,Washington,0.055,0.055,0,0,0,4.75,0.26125,0.26125,0,0,0,January 2023,0,4.75,6,0.26,0
Seeds,PA,Red Lion,17356,York,0,0.06,0,0,0,40,2.4,0,0,0,0,January 2023,0,34,6,2.4,40
Seeds,ME,Wilton,4294,Franklin,0.055,0.055,0,0,0,74.6,4.103,4.103,0,0,0,January 2023,0,74.6,0,4.1,0
Seeds,NY,Union Springs,13160,Cayuga,0,0.04,0.04,0,0,64.05,2.562,0,2.562,0,0,February 2023,0,64.05,0,5.12,64.05
Seeds,MI,Kingsley,49649,Grand Traverse,0,0.06,0,0,0,48.9,2.934,0,0,0,0,January 2023,0,42.9,6,2.93,48.9
Seeds,OR,Eugene,97401,Lane,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,11.2,6,0,0
Seeds,PA,Harrisburg,17112,Dauphin,0,0.06,0,0,0,11.75,0.705,0,0,0,0,January 2023,0,11.75,0,0.71,11.75
Seeds,ME,Addison,4606,Washington,0.055,0.055,0,0,0,21.25,1.16875,1.16875,0,0,0,January 2023,0,21.25,0,1.17,0
Seeds,MA,Weymouth,2188,Norfolk,0,0.0625,0,0,0,9.25,0.578125,0,0,0,0,February 2023,0,16.7,0,0.58,0
Seeds,MO,Elk Creek,65464,Texas,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,70.65,0,0,0
Seeds,ME,Islesboro,4848,Waldo,0.055,0.055,0,0,0,127.3,7.0015,7.0015,0,0,0,February 2023,0,127.3,0,7,0
Seeds,FL,Defuniak Springs,32433,Walton,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,12,6,0,18
Seeds,ME,Hampden,4444,Penobscot,0.055,0.055,0,0,0,36.2,1.991,1.991,0,0,0,January 2023,0,36.2,6,1.99,0
Seeds,ON,Clarendon Station,0,,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,46.8,14.15,0,0
Seeds,PA,Philadelphia,19143,Philadelphia,0,0.06,0,0,0,31,1.86,0,0,0,0,January 2023,0,25,6,1.86,31
Seeds,TN,Thompsons Station,37179,Williamson,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,141.74,0,0,141.74
Seeds,NM,Datil,87821,Catron,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,21.65,0,0,21.65
Seeds,ME,Falmouth,4105,Cumberland,0.055,0.055,0,0,0,34.4,1.892,1.892,0,0,0,January 2023,0,34.4,6,1.89,0
Seeds,SD,Beresford,57004,Clay,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,14.5,6,0,20.5
Seeds,OH,Blanchester,45107,Brown,0,0.0575,0.01,0,0,50.75,2.918125,0,0.5075,0,0,February 2023,0,50.75,0,3.43,50.75
Seeds,ME,Calais,4619,Washington,0.055,0.055,0,0,0,77.45,4.25975,4.25975,0,0,0,January 2023,0,77.45,0,4.26,0
Seeds,MI,Iron Mountain,49801,Dickinson,0,0.06,0,0,0,51.95,3.117,0,0,0,0,January 2023,0,45.95,6,3.12,51.95
Seeds,VT,Putney,5346,Windham,0,0.06,0,0,0,0,0,0,0,0,0,February 2023,0,127.87,0,0,127.87
Seeds,MD,Germantown,20876,Montgomery,0,0.06,0,0,0,5.95,0.357,0,0,0,0,January 2023,0,80.95,0,0.36,80.95
Seeds,WA,1726 Seattle,98178,4000 King,0,0.065,0.003,0.0115,0.023,39.1,2.5415,0,0.1173,0.44965,0.8993,January 2023,0,33.1,6,4.01,39.1
Seeds,WA,Vashon,98070,4000 King,0,0.065,0.003,0.01,0.009,63.95,4.15675,0,0.19185,0.6395,0.57555,January 2023,0,63.95,0,5.56,63.95
Seeds,ME,Blue Hill,4614,Hancock,0.055,0.055,0,0,0,35.75,1.96625,1.96625,0,0,0,January 2023,0,35.75,0,1.97,0
Seeds,RI,Providence,2909,Providence,0,0.07,0,0,0,59.67,4.1769,0,0,0,0,February 2023,0,373.05,0,4.18,373.05
Seeds,MA,Amherst,1002,Hampshire,0,0.0625,0,0,0,9,0.5625,0,0,0,0,January 2023,0,57.3,0,0.56,0
Seeds,NY,Far Rockaway,11691,Queens,0,0.04,0,0.04875,0,53.75,2.15,0,0,2.6203125,0,February 2023,0,53.75,0,4.77,53.75
Seeds,ME,Holden,4429,Penobscot,0.055,0.055,0,0,0,56,3.08,3.08,0,0,0,January 2023,0,56,0,3.08,0
Seeds,VT,Fairfax,5454,Franklin,0,0.06,0,0,0,0,0,0,0,0,0,January 2023,0,11.25,0,0,11.25
Seeds,OH,Byesville,43723,Guernsey,0,0.0575,0.015,0,0,17.25,0.991875,0,0.25875,0,0,January 2023,0,11.25,6,1.25,17.25
Seeds,ME,Berwick,3901,York,0.055,0.055,0,0,0,42.7,2.3485,2.3485,0,0,0,January 2023,0,42.7,0,2.35,0
Seeds,OR,Alsea,97324,Lincoln,0,0,0,0,0,0,0,0,0,0,0,February 2023,0,139.98,0,0,0
Seeds,CT,Wethersfield,6109,Hartford,0,0.0635,0,0,0,0,0,0,0,0,0,February 2023,0,12,6,0,18
Seeds,ME,Buxton,4093,York,0.055,0.055,0,0,0,95.95,5.27725,5.27725,0,0,0,February 2023,0,95.95,0,5.28,0
Seeds,TN,Decherd,37324,Franklin,0,0,0,0,0,0,0,0,0,0,0,January 2023,0,104.17,0,0,104.17
Seeds,NJ,Annandale,8801,Hunterdon,0,0.06625,0,0,0,94.75,6.2771875,0,0,0,0,January 2023,0,94.75,0,6.28,94.75
