Branch,TaxState,ShiptoCity,ShiptoZip,County,TaxRate,StateRate,CountyRate,CityRate,SpecialRate,TaxableTotal,StateTax,Tax,CountyTax,CityTax,SpecialTax,DateFilled,OrderTotal,ItemTotal,Shipping,TallyTax,ItemPlusShipping
OGS/MT,WI,Grafton,53024,Ozaukee,0,0.05,0.005,0,0,136.19,6.8095,0,0.68095,0,0,September 2022,0,121.6,14.59,7.49,136.19
OGS/MT,MA,Palmer,1069,Hampden,0,0.0625,0,0,0,35.75,2.234375,0,0,0,0,October 2022,0,35.75,12,2.23,0
OGS/MT,ME,Kennebunk,4043,York,0.055,0,0,0,0,47.5,0,2.6125,0,0,0,September 2022,0,47.5,12,2.61,0
OGS/MT,ME,Farmington,4938,Franklin,0.055,0,0,0,0,89.3,0,4.9115,0,0,0,October 2022,0,89.3,12,4.91,0
OGS/MT,MI,Holland,49423,Ottawa,0,0.06,0,0,0,95,5.7,0,0,0,0,September 2022,0,83,12,5.7,95
OGS/MT,MI,L'Anse,49946,Baraga,0,0.06,0,0,0,47.25,2.835,0,0,0,0,October 2022,0,35.25,12,2.84,47.25
OGS/MT,CO,Durango,81303,La Plata,0,0.029,0.02,0.035,0,107,3.103,0,2.14,3.745,0,September 2022,0,95,12,0,107
OGS/MT,NY,Manlius,13104,Onondaga,0,0.04,0.04,0,0,44,1.76,0,1.76,0,0,September 2022,0,32,12,3.52,44
OGS/MT,ME,Freeport,4032,Cumberland,0.055,0,0,0,0,298.8,0,16.434,0,0,0,October 2022,0,298.8,0,16.43,0
OGS/MT,ME,Waldoboro,4572,Lincoln,0.055,0,0,0,0,261.25,0,14.36875,0,0,0,October 2022,0,261.25,31.35,14.37,0
OGS/MT,ME,Portland,4102,Cumberland,0.055,0,0,0,0,124.45,0,6.84475,0,0,0,October 2022,0,124.45,14.93,6.84,0
OGS/MT,WA,Colville,99114,3300 Stevens,0,0.065,0.011,0,0,244.72,15.9068,0,2.69192,0,0,October 2022,0,218.5,26.22,18.6,244.72
OGS/MT,CO,Salida,81201,Chaffee,0,0.029,0.0275,0.03,0,223.44,6.47976,0,6.1446,6.7032,0,September 2022,0,199.5,23.94,0,223.44
OGS/MT,NJ,Cape May Court House,8210,Cape May,0,0.06625,0,0,0,103.39,6.8495875,0,0,0,0,September 2022,0,91.39,12,6.85,103.39
OGS/MT,ME,Harpswell,4079,Cumberland,0.055,0,0,0,0,267.08,0,14.6894,0,0,0,October 2022,0,267.07,32.05,14.69,0
OGS/MT,ME,Portland,4103,Cumberland,0.055,0,0,0,0,97.85,0,5.38175,0,0,0,October 2022,0,97.85,12,5.38,0
OGS/MT,WI,Edgerton,53534,Rock,0,0.05,0.005,0,0,43,2.15,0,0.215,0,0,October 2022,0,31,12,2.37,43
OGS/MT,WA,3403 Olympia,98513,3400 Thurston,0,0.065,0.015,0.029,0,616.42,40.0673,0,9.2463,17.87618,0,October 2022,0,550.37,66.04,58.56,616.41
OGS/MT,CT,New Britain,6053,Hartford,0,0.0635,0,0,0,46.13,2.929255,0,0,0,0,October 2022,0,87.64,12,2.93,99.64
OGS/MT,ME,Rockland,4841,Knox,0.055,0,0,0,0,70,0,3.85,0,0,0,September 2022,0,70,12,3.85,0
OGS/MT,ME,Freedom,4941,Waldo,0.055,0,0,0,0,377.33,0,20.75315,0,0,0,October 2022,0,377.32,0,20.75,0
OGS/MT,MA,Truro,2666,Barnstable,0,0.0625,0,0,0,102.6,6.4125,0,0,0,0,October 2022,0,166.25,19.95,6.41,0
OGS/MT,PA,Lake City,16423,Erie,0,0.06,0,0,0,81.5,4.89,0,0,0,0,October 2022,0,69.5,12,4.89,81.5
OGS/MT,WA,2801 Friday Harbor,98250,2800 San Juan,0,0.065,0.018,0.02,0,68.25,4.43625,0,1.2285,1.365,0,October 2022,0,56.25,12,5.8,68.25
OGS/MT,ME,North Berwick,3906,York,0.055,0,0,0,0,277.4,0,15.257,0,0,0,October 2022,0,277.4,33.29,15.26,0
OGS/MT,MA,Waltham,2453,Middlesex,0,0.0625,0,0,0,0,0,0,0,0,0,September 2022,0,51,12,0,0
OGS/MT,FL,Ocala,34473,Marion,0,0.06,0.01,0,0,41,2.46,0,0.41,0,0,September 2022,0,41,12,2.87,53
OGS/MT,ID,Harrison,83833,Kootenai,0,0.06,0,0,0,0,0,0,0,0,0,October 2022,0,152.74,18.33,0,0
OGS/MT,NH,Thornton,3285,Grafton,0,0,0,0,0,45.5,0,0,0,0,0,October 2022,0,33.5,12,0,0
OGS/MT,NH,Dover,3820,Strafford,0,0,0,0,0,80.5,0,0,0,0,0,September 2022,0,68.5,12,0,0
OGS/MT,MA,Haydenville,1039,Hampshire,0,0.0625,0,0,0,0,0,0,0,0,0,September 2022,0,65.5,12,0,0
OGS/MT,MN,ParkRapids,56470,480 Hubbard,0,0.06875,0,0,0.005,203.62,13.998875,0,0,0,1.0181,October 2022,0,181.8,21.82,15.02,203.62
OGS/MT,ME,Talmadge,4492,Washington,0.055,0,0,0,0,182.03,0,10.01165,0,0,0,October 2022,0,182.02,21.84,10.01,0
OGS/MT,NY,Hudson,12534,Columbia,0,0.04,0.04,0,0,61.75,2.47,0,2.47,0,0,October 2022,0,49.75,12,4.94,61.75
OGS/MT,OR,Leaburg,97489,Lane,0,0,0,0,0,109.85,0,0,0,0,0,October 2022,0,97.85,12,0,0
OGS/MT,VT,Charlotte,5445,Chittenden,0,0.06,0,0,0,98.94,5.9364,0,0,0,0,October 2022,0,154.85,18.58,5.94,173.43
OGS/MT,IL,Chicago,60647,Cook,0,0.0625,0.0175,0.0125,0.01,22.5,1.40625,0,0.39375,0.28125,0.225,August 2022,0,22.5,0,2.31,22.5
OGS/MT,ME,Limington,4049,York,0.055,0,0,0,0,50,0,2.75,0,0,0,August 2022,0,50,12,2.75,0
OGS/MT,NY,Livingston Manor,12758,Sullivan,0,0.04,0.04,0,0,67,2.68,0,2.68,0,0,October 2022,0,55,12,5.36,67
OGS/MT,ME,Brunswick,4011,Cumberland,0.055,0,0,0,0,55,0,3.025,0,0,0,September 2022,0,55,12,3.03,0
OGS/MT,WI,Adams,53910,Adams,0,0.05,0.005,0,0,320.54,16.027,0,1.6027,0,0,October 2022,0,286.2,34.34,17.63,320.54
OGS/MT,ME,Wayne,4284,Kennebec,0.055,0,0,0,0,67,0,3.685,0,0,0,September 2022,0,67,0,3.69,0
OGS/MT,NC,Rocky Point,28457,Pender,0,0.0475,0.02,0,0,79,3.7525,0,1.58,0,0,October 2022,0,67,12,5.33,79
OGS/MT,PA,Youngsville,16371,Warren,0,0.06,0,0,0,67,4.02,0,0,0,0,September 2022,0,55,12,4.02,67
OGS/MT,MA,Cohasset,2025,Norfolk,0,0.0625,0,0,0,139.17,8.698125,0,0,0,0,October 2022,0,191.42,22.97,8.7,0
OGS/MT,MA,Rochester,2770,Plymouth,0,0.0625,0,0,0,0,0,0,0,0,0,September 2022,0,55,12,0,0
OGS/MT,CT,Norfolk,6058,Litchfield,0,0.0635,0,0,0,0,0,0,0,0,0,September 2022,0,17.5,12,0,29.5
OGS/MT,ME,Albion,4910,Kennebec,0.055,0,0,0,0,94,0,5.17,0,0,0,August 2022,0,94,0,5.17,0
OGS/MT,ME,Bar Harbor,4609,Hancock,0.055,0,0,0,0,149.15,0,8.20325,0,0,0,October 2022,0,149.15,17.9,8.2,0
OGS/MT,CT,New Britain,6053,Hartford,0,0.0635,0,0,0,0,0,0,0,0,0,September 2022,0,17.5,12,0,29.5
OGS/MT,VT,14 Brattleboro,5301,Windham,0,0.06,0,0.01,0,67,4.02,0,0,0.67,0,October 2022,0,55,12,4.69,67
OGS/MT,NH,Newbury,3255,Merrimack,0,0,0,0,0,77,0,0,0,0,0,October 2022,0,65,12,0,0
OGS/MT,ME,Appleton,4862,Knox,0.055,0,0,0,0,109.25,0,6.00875,0,0,0,October 2022,0,109.25,13.11,6.01,0
OGS/MT,ME,Oakfield,4763,Aroostook,0.055,0,0,0,0,35,0,1.925,0,0,0,September 2022,0,35,12,1.93,0
OGS/MT,ME,Westbrook,4092,Cumberland,0.055,0,0,0,0,26.5,0,1.4575,0,0,0,October 2022,0,26.5,12,1.46,0
OGS/MT,RI,Tiverton,2878,Newport,0,0.07,0,0,0,23.36,1.6352,0,0,0,0,September 2022,0,102.6,12.31,1.64,114.91
OGS/MT,MA,Amherst,1002,Hampshire,0,0.0625,0,0,0,56,3.5,0,0,0,0,October 2022,0,56,12,3.5,0
OGS/MT,MA,Becket,1223,Berkshire,0,0.0625,0,0,0,28.2,1.7625,0,0,0,0,October 2022,0,28.2,12,1.76,0
OGS/MT,ME,Rockport,4856,Knox,0.055,0,0,0,0,56.95,0,3.13225,0,0,0,October 2022,0,56.95,12,3.13,0
OGS/MT,NY,Wappingers Falls,12590,Dutchess,0,0.04,0.0375,0,0.00375,61.5,2.46,0,2.30625,0,0.230625,October 2022,0,49.5,12,5,61.5
OGS/MT,CT,Wallingford,6492,New Haven,0,0.0635,0,0,0,0,0,0,0,0,0,October 2022,0,49.5,12,0,61.5
OGS/MT,ME,Edgecomb,4556,Lincoln,0.055,0,0,0,0,35,0,1.925,0,0,0,October 2022,0,35,12,1.93,0
OGS/MT,CT,Newtown,6470,Fairfield,0,0.0635,0,0,0,40.8,2.5908,0,0,0,0,October 2022,0,50.5,12,2.59,62.5
OGS/MT,CO,Boulder,80303,Boulder,0,0.029,0.00985,0.0386,0.011,81,2.349,0,0.79785,3.1266,0.891,October 2022,0,69,12,0,81
OGS/MT,KY,Ft Thomas,41075,Campbell,0,0.06,0,0,0,150.19,9.0114,0,0,0,0,October 2022,0,134.1,16.09,9.01,150.19
OGS/MT,ME,Portland,4103,Cumberland,0.055,0,0,0,0,28.5,0,1.5675,0,0,0,October 2022,0,28.5,12,1.57,0
OGS/MT,OH,Granville,43023,Licking,0,0.0575,0.015,0,0,110.5,6.35375,0,1.6575,0,0,October 2022,0,98.5,12,8.01,110.5
OGS/MT,SC,Camden,29020,Kershaw,0,0.06,0.01,0,0.01,44,2.64,0,0.44,0,0.44,September 2022,0,32,12,0,44
OGS/MT,ND,Fargo,58104,Cass,0,0.05,0.005,0.02,0,113.32,5.666,0,0.5666,2.2664,0,October 2022,0,101.17,12.14,0,113.31
OGS/MT,ME,Wilton,4294,Franklin,0.055,0,0,0,0,186.2,0,10.241,0,0,0,October 2022,0,186.2,22.34,10.24,0
OGS/MT,VT,11 Saint Albans City,5478,Franklin,0,0.06,0,0.01,0,38.8,2.328,0,0,0.388,0,October 2022,0,84,12,2.72,96
OGS/MT,PA,Brackney,18812,Susquehanna,0,0.06,0,0,0,28.75,1.725,0,0,0,0,October 2022,0,16.75,12,1.73,28.75
OGS/MT,CT,Guilford,6437,New Haven,0,0.0635,0,0,0,0,0,0,0,0,0,October 2022,0,104.5,12.54,0,117.04
OGS/MT,NY,Stephentown,12169,Rensselaer,0,0.04,0.04,0,0,281.88,11.2752,0,11.2752,0,0,October 2022,0,251.68,30.2,22.55,281.88
OGS/MT,VT,Jericho,5465,Chittenden,0,0.06,0,0,0,0,0,0,0,0,0,September 2022,0,82,12,0,94
OGS/MT,MI,Ypsilanti,48197,Washtenaw,0,0.06,0,0,0,188.6,11.316,0,0,0,0,October 2022,0,168.39,20.21,11.32,188.6
OGS/MT,ME,Dixfield,4224,Oxford,0.055,0,0,0,0,51,0,2.805,0,0,0,September 2022,0,51,12,2.81,0
OGS/MT,ME,Bangor,4401,Penobscot,0.055,0,0,0,0,49.5,0,2.7225,0,0,0,October 2022,0,49.5,12,2.72,0
OGS/MT,MA,Amherst,1002,Hampshire,0,0.0625,0,0,0,0,0,0,0,0,0,September 2022,0,156.75,18.81,0,0
OGS/MT,VT,Braintree,5060,Orange,0,0.06,0,0,0,30.16,1.8096,0,0,0,0,October 2022,0,57.5,12,1.81,69.5
OGS/MT,NY,White Plains,10606,Westchester,0,0.04,0.04,0,0.00375,192.06,7.6824,0,7.6824,0,0.720225,October 2022,0,171.47,20.58,16.09,192.05
OGS/MT,NY,Branchport,14418,Yates,0,0.04,0.04,0,0,45.75,1.83,0,1.83,0,0,October 2022,0,33.75,12,3.66,45.75
OGS/MT,NY,Rochester,14620,Monroe,0,0.04,0.04,0,0,67,2.68,0,2.68,0,0,September 2022,0,55,12,5.36,67
OGS/MT,NY,Pine Plains,12567,Dutchess,0,0.04,0.0375,0,0.00375,0,0,0,0,0,0,October 2022,0,45,12,0,57
OGS/MT,MN,Esko,55733,492 Carlton,0,0.06875,0,0,0.005,56.5,3.884375,0,0,0,0.2825,October 2022,0,44.5,12,4.45,56.5
OGS/MT,NH,North Haverhill,3774,Grafton,0,0,0,0,0,107.95,0,0,0,0,0,October 2022,0,95.95,12,0,0
OGS/MT,MI,Dearborn,48126,Wayne,0,0.06,0,0,0,47,2.82,0,0,0,0,September 2022,0,35,12,2.82,47
OGS/MT,ME,Kennebunkport,4046,York,0.055,0,0,0,0,230.38,0,12.6709,0,0,0,October 2022,0,230.37,27.64,12.67,0
OGS/MT,CT,Pomfret Center,6259,Windham,0,0.0635,0,0,0,129.01,8.192135,0,0,0,0,October 2022,0,115.19,13.82,8.19,129.01
OGS/MT,VT,Woodstock,5091,Windsor,0,0.06,0,0,0,0,0,0,0,0,0,October 2022,0,297,35.64,0,332.64
OGS/MT,OH,Liberty Twp,45011,Butler,0,0.0575,0.0075,0,0,28,1.61,0,0.21,0,0,August 2022,0,16,12,1.82,28
OGS/MT,MA,Easthampton,1027,Hampshire,0,0.0625,0,0,0,99.99,6.249375,0,0,0,0,October 2022,0,150.81,18.1,6.25,0
OGS/MT,ME,Matinicus,4851,Knox,0.055,0,0,0,0,40,0,2.2,0,0,0,August 2022,0,40,0,2.2,0
OGS/MT,NY,West Nyack,10994,Rockland,0,0.04,0.04,0,0.00375,41.5,1.66,0,1.66,0,0.155625,October 2022,0,29.5,12,3.48,41.5
OGS/MT,KY,Glasgow,42141,Barren,0,0.06,0,0,0,79,4.74,0,0,0,0,October 2022,0,67,12,4.74,79
OGS/MT,PA,Carlisle,17015,Cumberland,0,0.06,0,0,0,100.59,6.0354,0,0,0,0,October 2022,0,88.59,12,6.04,100.59
OGS/MT,MN,Mantorville,55955,523 Dodge,0,0.06875,0,0,0.005,111.75,7.6828125,0,0,0,0.55875,September 2022,0,99.75,12,8.24,111.75
OGS/MT,ME,South Freeport,4078,Cumberland,0.055,0,0,0,0,17.5,0,0.9625,0,0,0,September 2022,0,17.5,12,0.96,0
OGS/MT,MO,Fairfax,64446,Atchison,0,0.04225,0.0225,0.02,0,102,4.3095,0,2.295,2.04,0,September 2022,0,90,12,0,0
OGS/MT,ME,Brunswick,4011,Cumberland,0.055,0,0,0,0,44.75,0,2.46125,0,0,0,October 2022,0,44.75,12,2.46,0
OGS/MT,NY,Romulus,14541,Seneca,0,0.04,0.04,0,0,128.44,5.1376,0,5.1376,0,0,October 2022,0,114.68,13.76,10.28,128.44
OGS/MT,NH,Strafford,3884,Strafford,0,0,0,0,0,82.3,0,0,0,0,0,October 2022,0,70.3,12,0,0
OGS/MT,NY,Glenford,12433,Ulster,0,0.04,0.04,0,0,63,2.52,0,2.52,0,0,October 2022,0,51,12,5.04,63
OGS/MT,ME,Parsonsfield,4047,York,0.055,0,0,0,0,213.75,0,11.75625,0,0,0,October 2022,0,213.75,25.65,11.76,0
OGS/MT,VT,North Bennington,5257,Bennington,0,0.06,0,0,0,0,0,0,0,0,0,October 2022,0,405,48.6,0,453.6
OGS/MT,CT,Ridgefield,6877,Fairfield,0,0.0635,0,0,0,521.23,33.098105,0,0,0,0,October 2022,0,495.12,59.41,33.1,554.53
OGS/MT,ME,Sabattus,4280,Androscoggin,0.055,0,0,0,0,35,0,1.925,0,0,0,October 2022,0,35,12,1.93,0
OGS/MT,CT,Portland,6480,Middlesex,0,0.0635,0,0,0,87.52,5.55752,0,0,0,0,October 2022,0,75.52,12,5.56,87.52
OGS/MT,WV,16 Harpers Ferry,25425,Jefferson,0,0.06,0,0.01,0,47,2.82,0,0,0.47,0,October 2022,0,35,12,3.29,47
OGS/MT,ME,Waterville,4901,Kennebec,0.055,0,0,0,0,33.25,0,1.82875,0,0,0,October 2022,0,33.25,0,1.83,0
OGS/MT,ME,Lincolnville,4849,Waldo,0.055,0,0,0,0,55,0,3.025,0,0,0,September 2022,0,55,12,3.03,0
OGS/MT,CT,Tolland,6084,Tolland,0,0.0635,0,0,0,145.5,9.23925,0,0,0,0,October 2022,0,129.91,15.59,9.24,145.5
OGS/MT,NY,Andes,13731,Delaware,0,0.04,0.04,0,0,5,0.2,0,0.2,0,0,October 2022,0,5,0,0.4,5
OGS/MT,NY,Vermontville,12989,Franklin,0,0.04,0.04,0,0,0,0,0,0,0,0,October 2022,0,0,0,0,0
OGS/MT,CT,Stonington,6378,New London,0,0.0635,0,0,0,0,0,0,0,0,0,September 2022,0,55,12,0,67
OGS/MT,OH,Granville,43023,Licking,0,0.0575,0.015,0,0,117.04,6.7298,0,1.7556,0,0,October 2022,0,104.5,12.54,8.49,117.04
OGS/MT,NH,Concord,3301,Merrimack,0,0,0,0,0,212.8,0,0,0,0,0,August 2022,0,190,22.8,0,0
OGS/MT,ME,Surry,4684,Hancock,0.055,0,0,0,0,0,0,0,0,0,0,September 2022,0,0,0,0,0
OGS/MT,NY,Sloatsburg,10974,Rockland,0,0.04,0.04,0,0.00375,89.25,3.57,0,3.57,0,0.3346875,October 2022,0,77.25,12,7.47,89.25
OGS/MT,MI,Columbiaville,48421,Lapeer,0,0.06,0,0,0,67,4.02,0,0,0,0,September 2022,0,55,12,4.02,67
OGS/MT,NY,Glenville,12302,Schenectady,0,0.04,0.04,0,0,76,3.04,0,3.04,0,0,September 2022,0,64,12,6.08,76
OGS/MT,ME,North Yarmouth,4097,Cumberland,0.055,0,0,0,0,185.25,0,10.18875,0,0,0,October 2022,0,185.25,22.23,10.19,0
OGS/MT,ME,Mount Vernon,4352,Kennebec,0.055,0,0,0,0,171,0,9.405,0,0,0,October 2022,0,171,0,9.4,0
OGS/MT,DE,Wilmington,19809,New Castle,0,0,0,0,0,44,0,0,0,0,0,September 2022,0,32,12,0,0
OGS/MT,ME,Portland,4103,Cumberland,0.055,0,0,0,0,99.75,0,5.48625,0,0,0,October 2022,0,99.75,12,5.49,0
OGS/MT,VT,Jamaica,5343,Windham,0,0.06,0,0.01,0,569.96,34.1976,0,0,5.6996,0,October 2022,0,525.76,63.09,34.2,588.85
OGS/MT,PA,Flourtown,19031,Montgomery,0,0.06,0,0,0,67,4.02,0,0,0,0,September 2022,0,55,12,4.02,67
OGS/MT,NY,Glen Wild,12738,Sullivan,0,0.04,0.04,0,0,0,0,0,0,0,0,October 2022,0,47.52,12,0,59.52
OGS/MT,ME,Hermon,4401,Penobscot,0.055,0,0,0,0,313.2,0,17.226,0,0,0,October 2022,0,313.2,0,17.23,0
OGS/MT,MA,Fall River,2724,Bristol,0,0.0625,0,0,0,0,0,0,0,0,0,September 2022,0,33.5,12,0,0
OGS/MT,NH,Center Harbor,3226,Belknap,0,0,0,0,0,234.08,0,0,0,0,0,October 2022,0,209,25.08,0,0
OGS/MT,MA,Athol,1331,Worcester,0,0.0625,0,0,0,91.2,5.7,0,0,0,0,October 2022,0,205.2,24.62,5.7,0
OGS/MT,CT,Ashford,6278,Windham,0,0.0635,0,0,0,153.18,9.72693,0,0,0,0,October 2022,0,401.4,48.17,9.73,449.57
OGS/MT,AK,Juneau,99801,Juneau,0,0,0.05,0,0,150.97,0,0,7.5485,0,0,October 2022,0,130.15,20.82,0,0
OGS/MT,CO,Brighton,80601,Adams,0,0.029,0.0075,0.045,0.011,110.8,3.2132,0,0.831,4.986,1.2188,October 2022,0,98.8,12,0,110.8
OGS/MT,ME,Sebec,4481,Piscataquis,0.055,0,0,0,0,29.7,0,1.6335,0,0,0,October 2022,0,29.7,12,1.63,0
OGS/MT,MA,Chelmsford,1824,Middlesex,0,0.0625,0,0,0,47.5,2.96875,0,0,0,0,October 2022,0,47.5,12,2.97,0
OGS/MT,NJ,West Orange,7052,Essex,0,0.06625,0,0,0,59.77,3.9597625,0,0,0,0,October 2022,0,47.77,12,3.96,59.77
OGS/MT,ME,Pownal,4069,Cumberland,0.055,0,0,0,0,216.45,0,11.90475,0,0,0,October 2022,0,216.45,0,11.9,0
OGS/MT,ME,Richmond,4357,Sagadahoc,0.055,0,0,0,0,29.7,0,1.6335,0,0,0,September 2022,0,29.7,0,1.63,0
OGS/MT,NH,Rindge,3461,Cheshire,0,0,0,0,0,142.04,0,0,0,0,0,September 2022,0,126.82,15.22,0,0
OGS/MT,NH,Sanbornton,3269,Belknap,0,0,0,0,0,83,0,0,0,0,0,September 2022,0,71,12,0,0
OGS/MT,ME,Rumford,4276,Oxford,0.055,0,0,0,0,405,0,22.275,0,0,0,October 2022,0,405,0,22.28,0
OGS/MT,ME,Edgecomb,4556,Lincoln,0.055,0,0,0,0,95.95,0,5.27725,0,0,0,October 2022,0,95.95,12,5.28,0
OGS/MT,ME,Guilford,4443,Piscataquis,0.055,0,0,0,0,16,0,0.88,0,0,0,August 2022,0,16,12,0.88,0
OGS/MT,WA,Woodinville,98072,4000 King,0,0.065,0.022,0,0,50.5,3.2825,0,1.111,0,0,October 2022,0,38.5,12,5.15,50.5
OGS/MT,ME,Limington,4049,York,0.055,0,0,0,0,111.63,0,6.13965,0,0,0,October 2022,0,111.62,13.39,6.14,0
OGS/MT,MI,Osseo,49266,Hillsdale,0,0.06,0,0,0,89,5.34,0,0,0,0,September 2022,0,77,12,5.34,89
OGS/MT,RI,Barrington,2806,Bristol,0,0.07,0,0,0,57,3.99,0,0,0,0,October 2022,0,45,12,3.99,57
OGS/MT,WI,Holmen,54636,La Crosse,0,0.05,0.005,0,0,100.25,5.0125,0,0.50125,0,0,October 2022,0,88.25,12,5.51,100.25
OGS/MT,MA,Cotuit,2635,Barnstable,0,0.0625,0,0,0,0,0,0,0,0,0,October 2022,0,0,0,0,0
OGS/MT,ME,Portland,4102,Cumberland,0.055,0,0,0,0,55,0,3.025,0,0,0,September 2022,0,55,12,3.03,0
OGS/MT,NH,Easton,3580,Grafton,0,0,0,0,0,57,0,0,0,0,0,October 2022,0,45,12,0,0
OGS/MT,MA,West Barnstable,2668,Barnstable,0,0.0625,0,0,0,0,0,0,0,0,0,October 2022,0,765,91.8,0,0
OGS/MT,NC,Duck,27949,Dare,0,0.0475,0.02,0,0,63,2.9925,0,1.26,0,0,September 2022,0,51,12,4.25,63
OGS/MT,ME,Kennebunk,4043,York,0.055,0,0,0,0,155.8,0,8.569,0,0,0,October 2022,0,155.8,18.7,8.57,0
OGS/MT,AR,Perryville,72126,Perry,0,0.065,0.0275,0.01,0,239.4,15.561,0,6.5835,2.394,0,October 2022,0,213.75,25.65,0,239.4
OGS/MT,VT,Ludlow,5149,Windsor,0,0.06,0,0,0,0,0,0,0,0,0,October 2022,0,51,12,0,63
OGS/MT,NY,New City,10956,Rockland,0,0.04,0.04,0,0.00375,0,0,0,0,0,0,September 2022,0,0,0,0,0
OGS/MT,ME,Casco,4015,Cumberland,0.055,0,0,0,0,52.25,0,2.87375,0,0,0,September 2022,0,52.25,12,2.87,0
OGS/MT,MA,Shutesbury,1072,Franklin,0,0.0625,0,0,0,106.4,6.65,0,0,0,0,October 2022,0,117.8,14.14,6.65,0
OGS/MT,ME,Kittery Point,3905,York,0.055,0,0,0,0,66.5,0,3.6575,0,0,0,October 2022,0,66.5,12,3.66,0
OGS/MT,MA,Natick,1760,Middlesex,0,0.0625,0,0,0,17,1.0625,0,0,0,0,September 2022,0,50.5,12,1.06,0
OGS/MT,NY,Brooktondale,14817,Tompkins,0,0.04,0.04,0,0,249.5,9.98,0,9.98,0,0,October 2022,0,222.77,26.73,19.96,249.5
OGS/MT,ME,Searsmont,4973,Waldo,0.055,0,0,0,0,158.97,0,8.74335,0,0,0,October 2022,0,158.97,0,8.74,0
OGS/MT,MA,Royalston,1368,Worcester,0,0.0625,0,0,0,0,0,0,0,0,0,October 2022,0,47.94,12,0,0
OGS/MT,WI,Mishicot,54228,Manitowoc,0,0.05,0,0,0,175.12,8.756,0,0,0,0,October 2022,0,162.21,12.91,8.76,175.12
OGS/MT,ME,Greenwood,4255,Oxford,0.055,0,0,0,0,30.75,0,1.69125,0,0,0,October 2022,0,30.75,12,1.69,0
OGS/MT,VT,Middlesex,5602,Washington,0,0.06,0,0,0,110.75,6.645,0,0,0,0,October 2022,0,98.75,12,6.65,110.75
OGS/MT,ME,South Portland,4106,Cumberland,0.055,0,0,0,0,97.38,0,5.3559,0,0,0,October 2022,0,97.37,12,5.36,0
OGS/MT,VT,Norwich,5055,Windsor,0,0.06,0,0,0,6.31,0.3786,0,0,0,0,October 2022,0,57.47,12,0.38,69.47
OGS/MT,PA,Petersburg,16669,Huntingdon,0,0.06,0,0,0,107,6.42,0,0,0,0,August 2022,0,95,12,6.42,107
OGS/MT,MA,Concord,1742,Middlesex,0,0.0625,0,0,0,0,0,0,0,0,0,October 2022,0,104.5,12.54,0,0
OGS/MT,NH,Lebanon,3766,Grafton,0,0,0,0,0,120.76,0,0,0,0,0,October 2022,0,107.82,12.94,0,0
OGS/MT,ME,New Sharon,4955,Franklin,0.055,0,0,0,0,40.5,0,2.2275,0,0,0,October 2022,0,40.5,12,2.23,0
OGS/MT,ME,Belfasr,4915,Waldo,0.055,0,0,0,0,210.19,0,11.56045,0,0,0,October 2022,0,210.19,25.22,11.56,0
OGS/MT,VT,Barre,5641,Washington,0,0.06,0,0,0,42.74,2.5644,0,0,0,0,October 2022,0,70,12,2.56,82
OGS/MT,WI,Tomahawk,54487,Lincoln,0,0.05,0.005,0,0,61.5,3.075,0,0.3075,0,0,September 2022,0,49.5,12,3.38,61.5
OGS/MT,ME,Freeport,4032,Cumberland,0.055,0,0,0,0,28,0,1.54,0,0,0,October 2022,0,28,12,1.54,0
OGS/MT,MA,Ashby,1431,Middlesex,0,0.0625,0,0,0,237.83,14.864375,0,0,0,0,October 2022,0,269.32,32.32,14.86,0
OGS/MT,ME,New Gloucester,4260,Cumberland,0.055,0,0,0,0,360,0,19.8,0,0,0,August 2022,0,360,43.2,19.8,0
OGS/MT,ME,Wells,4090,York,0.055,0,0,0,0,91,0,5.005,0,0,0,October 2022,0,91,12,5.01,0
OGS/MT,ME,Palmyra,4965,Somerset,0.055,0,0,0,0,55.25,0,3.03875,0,0,0,October 2022,0,55.25,0,3.04,0
OGS/MT,ME,Portland,4103,Cumberland,0.055,0,0,0,0,65.79,0,3.61845,0,0,0,October 2022,0,65.79,12,3.62,0
OGS/MT,MI,Hancock,49930,Houghton,0,0.06,0,0,0,196.31,11.7786,0,0,0,0,October 2022,0,175.27,21.03,11.78,196.3
OGS/MT,PA,Newtown,18940,Bucks,0,0.06,0,0,0,56.25,3.375,0,0,0,0,October 2022,0,44.25,12,3.38,56.25
OGS/MT,NY,Buffalo,14214,Erie,0,0.04,0.0475,0,0,0,0,0,0,0,0,September 2022,0,52.25,12,0,64.25
OGS/MT,OH,Walton Hills,44146,Cuyahoga,0,0.0575,0.0225,0,0,322.56,18.5472,0,7.2576,0,0,October 2022,0,288,34.56,21.77,322.56
OGS/MT,MA,Belmont,2478,Middlesex,0,0.0625,0,0,0,35.75,2.234375,0,0,0,0,October 2022,0,53.25,12,2.23,0
OGS/MT,ID,Caldwell,83607,Canyon,0,0.06,0,0,0,29.5,1.77,0,0,0,0,October 2022,0,17.5,12,0,0
OGS/MT,ME,New Gloucester,4260,Cumberland,0.055,0,0,0,0,15,0,0.825,0,0,0,September 2022,0,15,12,0.83,0
OGS/MT,ME,Levant,4456,Penobscot,0.055,0,0,0,0,98.8,0,5.434,0,0,0,October 2022,0,98.8,12,5.43,0
